Brandname,Productname,Colors,Sizes,Description,Materials,Maintenance,RegularPrice,CurrentPrice
Herschel,Rucksack aus strapazierfähigem Material,Schwarz|Marineblau|Camel|Schwarz|Dunkelblau meliert|Blau|Blau meliert,OS|1,"Herren Rucksack von Herschel|Strapazierfähiges Material|Modell Little America|Logo-Aufnäher|Außenfach mit Riemen samt Magnet- und Reißverschluss|Hauptfach mit Überschlag samt Riemen und Magnetverschluss|Zugverschluss|Zwei regulierbare Schulterriemen, eine Trageschlaufe|Gepolstertes Laptopfach innen|Höhe: 52 cm|Breite: 32 cm|Tiefe: 15 cm|Volumen: 25 L|Farbe Dunkelblau meliert|Artikelnummer 9600122",Hauptmaterial 1: 100% Polyester|Futter 1: 100% Polyester|Besatz 1: 100% Synthetik, Handwäsche| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,109.95,109.95
Tiger Of Sweden,Krawatte aus reiner Seide,Mittelgrau|Grün|Blau|Schwarz|Rosa,OS|1,Herren Krawatte von Tiger of Sweden|Reine Seide|Klassische Form|Webstruktur|Made in Italy|Breite: 7 cm|Farbe Blau|Artikelnummer 9593156,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",69.95,69.95
Montego,Schal mit Tartankaro und Fransenabschluss,Silber|Anthrazit|Schwarz|Beige|Marineblau|Bordeaux Rot,OS|1,"Herren Schal von Montego|Weiches, wärmendes Material|Cashmink®|Tartankaro|Fransenabschluss|165 x 27 cm|Farbe Anthrazit|Artikelnummer 9558491",Hauptmaterial 1: 100% Polyacryl," Handwäsche| Nicht bleichen| Kein Trockner| Nicht bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",19.95,9.95
Christian Berg Men,Einstecktuch aus Baumwolle,Weiß,OS|1,Herren Einstecktuch von Christian Berg Men|Reine Baumwolle|Quadratische Form|Feine Struktur|Dezentes Lochmuster am Abschluss|30 x 30 cm|Farbe Weiß|Artikelnummer 7940960,Hauptmaterial 1: 100% Baumwolle," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",15.95,15.95
Montego,Schal im Rippenstrick mit Fransen,Marineblau|Schwarz|Rot|Anthrazit,OS|1,"Herren Schal von MONTEGO|Weiches, wärmendes Material|Rippenstrick|Fransenabschluss|160 x 30 cm|Farbe Marineblau|Artikelnummer 9558574",Hauptmaterial 1: 100% Polyacryl," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",19.95,9.95
FILA ,Sportsocken im 3er-Pack,Weiß|Schwarz,39/42|43/46,"Herren Sportsocken von FILA|Baumwollmischung mit Stretch-Anteil|Breites, geripptes Bündchen|Eingewebtes Logo|Kontraststreifen|3er-Pack|Farbe Weiß|Artikelnummer 9643754","Hauptmaterial 1: 75% Baumwolle, 23% Polyester, 2% Elasthan", Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,7.95,7.95
Tommy Hilfiger,Schal mit Hahnentritt,Blau,OS,Herren Schal von Tommy Hilfiger|Weiches Material mit Woll-Anteil |Ausgefranster Abschluss |Hahnentritt|Inklusive dekorativer Geschenkbox|195 x 48 cm |Farbe Blau|Artikelnummer 9536595,"Hauptmaterial 1: 70% Polyacryl, 30% Wolle"," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",49.95,29.95
Diesel,Ledergürtel mit Dornschließe,Schwarz|Dunkelbraun,85|90|95|100|105,"Herren Gürtel von DIESEL|Echtes Leder|Modell B-Fore-U|Dornschließe aus Metall|Made in Italy|Gürtelbreite: 3,5 cm|Farbe Dunkelbraun|Artikelnummer 9590877",Hauptmaterial 1: 100% Büffelleder, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,49.95,49.95
Joop!,Schal mit Logo-Muster,Mittelgrau|Marineblau|Dunkelblau,OS|ONE,Herren Schal von JOOP!|Modal-Woll-Mix|Ausgefranste Abschlüsse|Kontrastinnenseite|Logo-Muster|176 x 60 cm|Farbe Mittelgrau|Artikelnummer 9569619,"Hauptmaterial 1: 55% Modal, 45% Wolle"," Handwäsche| Nur Sauerstoffbleiche zulässig / keine Chlorbleiche| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",69.95,69.95
Lloyd Men's Belts,Ledergürtel im Budapester Stil ,Schwarz|Dunkelbraun,85|90|95|100|105|110,"Herren Gürtel von LLOYD MEN'S BELTS|Echtes Leder|Dornschließe aus Metall|Budapester Stil |Logo-Applikation|Breite: 3,5 cm|Farbe Schwarz|Artikelnummer 9628272",Hauptmaterial 1: 100% Leder,,39.95,39.95
Calvin Klein,Strümpfe im 2er-Pack,Marineblau|Mittelgrau|Schwarz,39/42|43/46,Herren Strümpfe von Calvin Klein Jeans|Baumwollmischung mit Stretch-Anteil|Geripptes Komfortbündchen|Eingewebtes Logo|Verstärkte Spitze und Ferse|Ein Paar in Melangeoptik|2er-Pack|Farbe Mittelgrau|Artikelnummer 9623158,"Hauptmaterial 1: 82% Baumwolle, 17% Polyamid, 1% Elasthan", Schonwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,11.95,11.95
Gant,Schirmmütze mit Logo-Stickerei,Royalblau|Grün,OS|1,Herren Schirmmütze von GANT|Reine Baumwolle|Verstärkter Schirm|Verstellbarer Riegel auf der Rückseite|Logo-Stickerei|Farbe Grün|Artikelnummer 9629870,Hauptmaterial 1: 100% Baumwolle, Handwäsche| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung| Hängend trocknen,29.95,29.95
Jake*s,Krawatte mit schmaler Form,Marineblau|Rot|Royalblau|Anthrazit,OS|1,Herren Krawatte von Jake*s|Reine Seide|Feine Webstruktur|Schimmernde Oberfläche|Schmale Form|Breite: 5 cm|Farbe Anthrazit|Artikelnummer 974126,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
OLYMP,Krawatte aus Seide mit Webmuster,Rot|Royalblau|Bleu|Pink|Grün|Jeans|Schwarz,OS|N,"Herren Krawatte von OLYMP|Reine Seide |Klassische Form |Feines Webmuster|Schimmernde, strukturierte Oberfläche |Handgefertigt|Breite: 7 cm|Farbe Rot|Artikelnummer 9606864",Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",29.95,29.95
Christian Berg Men,Krawatte mit strukturiertem Webmuster,Rot|Mittelbraun|Bleu|Marineblau,OS|1,Herren Krawatte von Christian Berg Men|Reine Seide |Klassische Form |Strukturiertes Webmuster|Handgefertigt|Breite: 7 cm |Farbe Bleu|Artikelnummer 9601596,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
Herschel,Rucksack mit Allover-Muster,Schwarz,OS|1,"Herren Rucksack von Herschel|Strapazierfähiges Material|Modell Retreat|Überschlag mit Magnetriemen|Hauptfach mit Zugverschluss|Laptopfach mit Fleecefutter|Ein Steckfach außen|Zwei gepolsterte, verstellbare Schulterriemen|Gepolsterter Rücken|Allover-Muster|Höhe: 45 cm|Breite: 31 cm|Tiefe: 14 cm|Volumen: 19,5 L|Farbe Schwarz|Artikelnummer 9600274",Hauptmaterial 1: 100% Polyester|Futter 1: 100% Polyester|Besatz 1: 100% PVC, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,89.95,89.95
Napapijri,Schirmmütze mit Logo-Applikation,Marineblau|Royalblau|Offwhite,OS|1,Herren Schirmmütze von Napapijri|Reine Baumwolle|Modell Fiarra|Verstärkter Schirm|Eingestickte Luftlöcher|Verstellbarer Riegel auf der Rückseite|Logo-Applikation|Farbe Royalblau|Artikelnummer 9604126,Hauptmaterial 1: 100% Baumwolle, Handwäsche| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,44.95,44.95
Armani Jeans,Umhängetasche mit Logo-Muster,Schwarz|Schwarz,OS|1,Herren Umhängetasche von Armani Jeans|Strapazierfähiges Material|Ein Hauptfach mit Reißverschluss|Ein Tabletfach mit Klettverschlussriegel innen|Ein Steckfach innen|Ein Außenfach mit Druckknopfverschluss|Ein verstellbarer Schulterriemen|Details in Lederoptik|Logo-Muster|Logo-Applikation|Höhe: 29 cm|Breite: 27 cm|Tiefe: 3 cm|Farbe Schwarz|Artikelnummer 9694874,Hauptmaterial 1: 100% Polyester|Hauptmaterial 2: 100% Polyurethan|Futter 1: 100% Polyester|Futter 2: 100% Polyamid, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,145.95,145.95
Tommy Hilfiger,Gürtel in Flechtoptik,Rot|Khaki,85|90|95|100|105|110,"Herren Gürtel von Tommy Hilfiger|Elastisches Material|Flechtoptik|Dornschließe aus Metall|Besatz aus echtem Leder|Made in Europe|Gürtelbreite: 3,5 cm |Farbe Rot|Artikelnummer 9586251","Hauptmaterial 1: 58% Polyester, 42% Elastodien|Besatz 1: 100% Leder",,39.95,39.95
Barts,Strickmütze mit Details im Zopfstrick,Schwarz|Silber,OS|1,Herren Strickmütze von Barts|Weiches Material mit Woll-Anteil|Modell Gus|Rippenstrick mit Details im Zopfstrick|Kleine Logo-Applikation|Fleecefutter|Farbe Schwarz|Artikelnummer 9537224,"Hauptmaterial 1: 75% Polyacryl, 25% Wolle|Futter 1: 100% Polyester"," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",24.95,19.95
REVIEW,Strickmütze mit breitem Umschlag,Mittelgrau meliert|Schwarz|Dunkelblau|Dunkelrot|Rot|Olivgrün,OS|1,Herren Strickmütze von REVIEW|Weiches Material|Rippenstrick|Breiter Umschlag|Farbe Mittelgrau meliert|Artikelnummer 9562070,Hauptmaterial 1: 100% Polyacryl," Schonwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",7.95,4.95
Marc O'Polo,Sneakersocken im 2er-Pack,Schwarz|Weiß,39/42|43/46,Herren Sneakersocken von MARC O'POLO|Baumwollmischung|Elastisches Bündchen|Rutschfest durch Silikon in der Ferse|2er-Pack|Farbe Schwarz|Artikelnummer 9674690,"Hauptmaterial 1: 75% Baumwolle, 23% Polyamid, 2% Elasthan", Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,9.95,9.95
Armani Jeans,Umhängetasche in Lederoptik,Schwarz,OS|1,"Herren Umhängetasche von Armani Jeans|Genarbtes Material|Lederoptik|Hauptfach mit Reißverschluss|Ein Reißverschlussfach innen|Ein Steckfach innen|Ein Reißverschlussfach außen|Ein verstellbarer Schulterriemen mit Logo|Logo-Applikation|Höhe: 23,5 cm|Breite: 19 cm|Tiefe: 3 cm|Farbe Schwarz|Artikelnummer 9571681",Hauptmaterial 1: 100% Polyurethan, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,139.95,139.95
Montego,Sneakersocken im 3er-Pack ,Weiß|Schwarz|Jeans|Rot|Hellgrau meliert,39/42|43/46,Herren Sneakersocken von MONTEGO|Baumwollmischung mit Stretch-Anteil|Rippenbündchen|Eingearbeitetes Logo|3er-Pack |Farbe Rot|Artikelnummer 914286,"Hauptmaterial 1: 80% Baumwolle, 17% Polyamid, 3% Elasthan", Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,6.95,6.95
Armani Jeans,Schal mit Logo-Muster,Schwarz|Blau,OS|1,Herren Schal von Armani Jeans|Modal-Baumwoll-Mix|Leichte Transparenz|Feine Fransen am Abschluss|Logo-Muster|Made in Italy|190 x 60 cm|Farbe Schwarz|Artikelnummer 9571722,"Hauptmaterial 1: 54% Modal, 46% Baumwolle"," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",69.95,69.95
Montego,Krawatte aus Seide mit Streifenmuster,Rot|Bordeaux Rot|Marineblau|Grün,OS|1,Herren Krawatte von MONTEGO|Reine Seide|Klassische Form|Streifenmuster|Breite: 7 cm|Farbe Marineblau|Artikelnummer 9619879,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",19.95,19.95
MCNEAL,Gürtel aus Veloursleder,Dunkelbraun|Marineblau|Sand,85|90|95|100|105|110,"Herrengürtel von McNeal|Echtes Veloursleder|Dornschließe|Einfache Lochung|Schmal zulaufendes Gürtelende |Lederschlaufe mit dezenter Logo-Prägung|Gürtelbreite: 3,2 cm |Farbe Sand|Artikelnummer 7949343",Hauptmaterial 1: 100% Leder,,29.95,29.95
adidas Originals,Gym Bag mit Logo-Print,Olivgrün,OS|NS,Herren Gym Bag von adidas Originals|Strapazierfähiges Material|Modell Gymsack Trefoil|Hauptfach mit Zugverschluss|Ein Außenfach mit Reißverschluss|Logo-Print|40 x 35 cm|Farbe Olivgrün|Artikelnummer 9569134,Hauptmaterial 1: 100% Polyester,,12.95,12.95
Paul Rosen Men,Einstecktuch mit Glencheck ,Marineblau|Blau,OS|1,Herren Einstecktuch von Paul Rosen |Viskose-Baumwoll-Mix|Webstruktur|Glencheck|Made in Italy|30 x 30 cm |Farbe Blau|Artikelnummer 9638864,"Hauptmaterial 1: 55% Viskose, 45% Baumwolle"," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
Christian Berg Men,Krawatte aus Seide mit Streifenmuster,Rot|Mittelbraun|Rosé,OS|1,Herren Krawatte von Christian Berg Men|Reine Seide|Klassische Form|Webstruktur|Streifenmuster|Breite: 7 cm|Farbe Rot|Artikelnummer 9601645,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",29.95,29.95
Napapijri,Schal mit Kontraststreifen,Anthrazit|Dunkelblau|Schwarz,OS|1,Herren Schal von Napapijri|Wollmischung mit Alpaka- und Viskose-Anteil|Mittelgrobes Maschenbild|Kontraststreifen am Abschluss|Logo-Flagge|150 x 25 cm|Farbe Dunkelblau|Artikelnummer 9493113,"Hauptmaterial 1: 80% Polyacryl, 10% Wolle, 5% Alpaka, 5% Viskose"," Handwäsche| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",79.95,59.95
FILA ,Sneakersocken im 3er-Pack,Weiß|Schwarz|Weiß,39/42|43/46,Herren Sneakersocken von FILA|Baumwollmischung mit Stretch-Anteil|Gerippte Bündchen|Eingewebtes Logo|Verstärkte Ferse und Spitze|3er-Pack|Farbe Weiß|Artikelnummer 9622628,"Hauptmaterial 1: 75% Baumwolle, 23% Polyester, 2% Elasthan", Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,4.95,4.95
Boss,Krawatte mit Webmuster,Blau|Bleu|Pink,OS|1SIZE,"Herren Krawatte von BOSS|Reine Seide|Breite Form|Webmuster|Made in Italy|Breite: 7,5 cm|Farbe Blau|Artikelnummer 9595195",Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",59.95,59.95
Burlington,Strümpfe im 2er-Pack,Schwarz|Jeans|Marineblau|Jeans meliert|Anthrazit meliert,40/46,Herren Strümpfe von Burlington|Baumwoll-Mix mit Stretch-Anteil|Wadenhoch|Elastischer Komfortbund|Eingewebtes Muster|2er-Pack|Farbe Anthrazit meliert|Artikelnummer 9386587,"Hauptmaterial 1: 80% Baumwolle, 18% Polyamid, 2% Elasthan", Schonwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,14.0,14.0
Polo Ralph Lauren,Socken mit Logo-Stickerei,Royalblau|Rot|Gras Grün,39/42|43/46,Herren Socken von Polo Ralph Lauren|Baumwollmischung mit Stretch-Anteil|Gerippte Komfortbündchen|Logo-Stickerei|Verstärkte Ferse und Spitze|Farbe Gras Grün|Artikelnummer 9610409,"Hauptmaterial 1: 72% Baumwolle, 22% Polyester, 4% Andere Fasern, 2% Elasthan", Schonwaschgang 30°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Keine chemische Reinigung,12.95,12.95
Calvin Klein Jeans,Strickmütze mit Logo-Muster,Schwarz|Mittelgrau,OS,Herren Strickmütze von Calvin Klein Jeans|Weiches Material|Fein gerippt|Logo-Muster|Farbe Schwarz|Artikelnummer 9536804,Hauptmaterial 1: 100% Polyacryl," Handwäsche| Nur Sauerstoffbleiche zulässig / keine Chlorbleiche| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung| Hängend trocknen| Im Schatten trocknen",29.95,19.95
adidas Originals,Sneakersocken im 3er-Pack,Schwarz,39/42|43/46,Herren Sneakersocken von adidas Originals|Baumwollmischung|Elastisches Bündchen mit Logo-Streifen|3er-Pack|Farbe Schwarz|Artikelnummer 9633253,"Hauptmaterial 1: 80% Baumwolle, 18% Polyester, 2% Elasthan", Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,12.95,12.95
Boss,Strümpfe im 2er-Pack,Marineblau|Schwarz,39/42|43/46,Herren Strümpfe von BOSS|Baumwollmischung mit Stretch-Anteil|Geripptes Komfortbündchen|Eingewebtes Logo|Uni|Gestreift|2er-Pack|Farbe Schwarz|Artikelnummer 9561208,"Hauptmaterial 1: 84% Baumwolle, 15% Polyamid, 1% Elasthan", Normalwaschgang 40°| Nicht bleichen| Trocknen mit reduzierter thermischer Beanspruchung| Nicht bügeln| Keine chemische Reinigung,19.95,19.95
Under Armour,Fullcap mit HeatGear®-Technologie,Schwarz|Graphit|Weiß|Rot,M/L|L/XL,Herren Fullcap von Under Armour|Strapazierfähiges Material|Formstabile Passform|HeatGear®|Elastischer Einzug|Eingestickte Luftlöcher|Melangeoptik|Logo-Stickerei|Farbe Rot|Artikelnummer 9622744,Hauptmaterial 1: 100% Polyester, Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,19.95,19.95
Boss,Krawatte mit Webmuster,Silber,OS|1SIZE,"Herren Krawatte von BOSS|Seide-Baumwoll-Mix|Klassische Form|Webmuster|Leicht schimmernde Textur|Made in Italy|Breite: 6,5 cm|Farbe Silber|Artikelnummer 9559385","Hauptmaterial 1: 64% Seide, 36% Baumwolle"," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",69.95,69.95
Barts,Strickmütze aus Wollmischung,Schwarz,OS|1,Herren Strickmütze von Barts|Wollmischung|Grober Rippenstrick|Fleecefutter am Abschluss|Streifenmuster|Logo-Aufnäher|Farbe Schwarz|Artikelnummer 9541905,"Hauptmaterial 1: 50% Wolle, 50% Polyacryl|Hauptmaterial 3: 100% Polyester"," Handwäsche| Nicht bleichen| Kein Trockner| Nicht bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",24.95,9.95
Polo Ralph Lauren,Schal mit eingearbeitetem Logo,Silber|Schwarz|Dunkelblau,OS|1,Herren Schal von Polo Ralph Lauren|Wollmischung |Fransen an den Abschlüssen |Doubleface|Eingearbeitetes Logo in Kontrastfarbe|180 x 25 cm|Farbe Dunkelblau|Artikelnummer 9538279,"Hauptmaterial 1: 80% Wolle, 20% Nylon"," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt.",79.95,59.95
Polo Sport,Beanie mit Logo-Print,Olivgrün|Schwarz,OS|1,"Herren Beanie von Polo Sport|Leichtes, wärmendes Material|Melangeoptik|Logo-Print|Farbe Schwarz|Artikelnummer 9531552",Hauptmaterial 1: 100% Polyester, Handwäsche| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,29.95,29.95
EA7 Emporio Armani,Badetuch mit Logo-Muster,Dunkelblau,OS|1,Herren Badetuch von EA7 Emporio Armani|Reine Baumwolle|Frottee|Weiches und schnelltrocknendes Material|Logo-Muster|Kontrastrückseite|170 x 100 cm|Farbe Dunkelblau|Artikelnummer 9576995,Hauptmaterial 1: 100% Baumwolle," Normalwaschgang 40°| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",69.95,69.95
OLYMP,Krawatte aus Seide mit Webmuster,Flieder|Royalblau|Marineblau,OS|N,Herren Krawatte von OLYMP|Reine Seide|Schmale Form|Webmuster|Handgefertigt|Fleckschutz durch Nano-Technologie|Breite: 6 cm|Farbe Royalblau|Artikelnummer 9606967,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Keine chemische Reinigung",29.95,29.95
Drykorn,Fliege aus Seide - vorgebunden,Schwarz,OS|1,Herrenfliege von Drykorn|Reine Seide|Modell Lukas|Vorgebunden|Verstellbare Kragenweite|Hakenverschluss|Farbe Schwarz|Artikelnummer 9427480,Hauptmaterial 1: 100% Seide," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht bügeln| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",39.95,39.95
FILA ,Strümpfe im 3er-Pack,Weiß|Schwarz|Blau|Mittelgrau,39/42|43/46,Herren Strümpfe von FILA|Baumwollmischung mit Stretch-Anteil|Gerippte Bündchen|Eingewebtes Logo|Verstärkte Ferse und Spitze|3er-Pack|Farbe Blau|Artikelnummer 9622624,"Hauptmaterial 1: 80% Baumwolle, 18% Polyester, 2% Elasthan", Normalwaschgang 30°| Nicht bleichen| Kein Trockner| Nicht bügeln| Keine chemische Reinigung,7.95,7.95
Boss,Einstecktuch aus Leinen-Baumwoll-Mix,Bleu,OS|1SIZE,Herren Einstecktuch von BOSS|Leinen-Baumwoll-Mix|Eingefasste Nahtabschlüsse|Allover-Muster|Made in Italy|33 x 33 cm|Farbe Bleu|Artikelnummer 9598199,"Hauptmaterial 1: 66% Leinen, 34% Baumwolle"," Nicht waschen| Nicht bleichen| Kein Trockner| Nicht heiß bügeln, Vorsicht beim Bügeln mit Dampf| Eingeschränkte chemische Reinigung: Perchlorethylen, Kohlenwasserstoffe erlaubt. Begrenzung der Feuchtigkeitszugabe und/oder der mechanischen Beanspruchung und/oder der Temperatur.",44.95,44.95
